station,valid,lon,lat,tmpc,drct,sknt
SAT,2011-02-03 14:53,-98.4698,29.5337,-6.10,360.00,11.00
6R6,2011-02-03 14:53,-102.2129,30.0460,-8.30,10.00,13.00
UTS,2011-02-03 14:53,-95.5872,30.7469,-4.40,360.00,6.00
LBX,2011-02-03 14:53,-95.4621,29.1086,-1.10,360.00,10.00
FST,2011-02-03 14:53,-102.9167,30.9119,-12.20,360.00,8.00
GKY,2011-02-03 14:53,-97.0943,32.6639,-8.30,340.00,9.00
MFE,2011-02-03 14:53,-98.2386,26.1758,-1.70,330.00,13.00
AUS,2011-02-03 14:53,-97.6699,30.1945,-5.60,350.00,13.00
IAH,2011-02-03 14:53,-95.3414,29.9844,-1.70,350.00,11.00
DWH,2011-02-03 14:53,-95.5562,30.0680,-2.80,360.00,8.00
ALI,2011-02-03 14:53,-98.0269,27.7409,-2.80,360.00,10.00
TRL,2011-02-03 14:53,-96.2700,32.7100,-7.80,360.00,7.00
AMA,2011-02-03 14:53,-101.7059,35.2194,-18.90,290.00,9.00
MAF,2011-02-03 14:53,-102.2075,31.9466,-12.80,20.00,12.00
TKI,2011-02-03 14:53,-96.5900,33.1800,-9.40,360.00,8.00
CRS,2011-02-03 14:53,-96.4000,32.0300,-6.70,350.00,10.00
GTU,2011-02-03 14:54,-97.6767,30.6808,-7.00,340.00,10.00
SKF,2011-02-03 14:55,-98.5811,29.3842,-5.00,20.00,8.00
DLF,2011-02-03 14:55,-100.7780,29.3595,-6.00,340.00,13.00
EDC,2011-02-03 14:55,-97.5621,30.3925,-6.00,10.00,13.00
GRK,2011-02-03 14:55,-97.8300,31.0700,-8.00,290.00,12.00
MIU,2011-02-03 14:55,-96.7367,27.2917,2.00,10.00,12.00
MZG,2011-02-03 14:55,-96.1911,27.7269,2.00,360.00,21.00
SPL,2011-02-03 14:55,-97.1572,26.0706,-2.00,290.00,21.00
BWD,2011-02-03 14:55,-98.9565,31.7936,-10.00,360.00,9.00
BQX,2011-02-03 14:55,-95.7244,28.4936,0.00,360.00,21.00
GUL,2011-02-03 14:55,-93.5383,27.3039,9.00,0.00,null
ARM,2011-02-03 14:55,-96.1544,29.2543,-1.80,350.00,14.00
HBV,2011-02-03 14:55,-98.7369,27.3496,-3.00,330.00,12.00
HYI,2011-02-03 14:55,-97.8630,29.8927,-6.00,360.00,14.00
EBG,2011-02-03 14:55,-98.1222,26.4417,-0.70,10.00,15.00
AXH,2011-02-03 14:55,-95.4769,29.5061,-1.50,350.00,9.00
LZZ,2011-02-03 14:55,-98.1959,31.1062,-8.00,340.00,7.00
MCJ,2011-02-03 14:55,-95.3950,29.7140,-2.00,310.00,7.00
OPM,2011-02-03 14:55,-96.9400,26.8328,3.00,320.00,18.00
OCH,2011-02-03 14:55,-94.7094,31.5778,-3.00,20.00,6.00
T65,2011-02-03 14:55,-97.9731,26.1776,-1.90,360.00,10.00
RND,2011-02-03 14:55,-98.2800,29.5300,-5.50,360.00,13.00
RBO,2011-02-03 14:55,-97.6905,27.7785,-1.90,340.00,13.00
PRX,2011-02-03 14:55,-95.4507,33.6366,-8.00,360.00,7.00
MRF,2011-02-03 14:55,-104.0200,30.3700,-16.00,30.00,9.00
PWG,2011-02-03 14:55,-97.3165,31.4849,-7.00,340.00,12.00
RAS,2011-02-03 14:55,-97.0900,27.8100,-1.00,0.00,null
ILE,2011-02-03 14:55,-97.6865,31.0858,-8.00,350.00,12.00
HQI,2011-02-03 14:55,-93.6708,27.9620,7.00,10.00,17.00
TME,2011-02-03 14:55,-95.8979,29.8050,-3.00,340.00,14.00
TPL,2011-02-03 14:55,-97.4078,31.1525,-7.00,360.00,12.00
VAF,2011-02-03 14:55,-94.6253,27.3536,7.00,30.00,13.00
VKY,2011-02-03 14:55,-88.4410,29.2480,9.00,80.00,20.00
EMK,2011-02-03 14:55,-94.3228,27.8186,7.00,10.00,23.00
CRH,2011-02-03 14:55,-93.3016,28.9086,3.00,40.00,16.00
BKS,2011-02-03 14:55,-98.1211,27.2067,-1.50,340.00,9.00
BBF,2011-02-03 14:55,-96.0140,27.8330,2.00,360.00,21.00
APY,2011-02-03 14:55,-99.2489,26.9688,-2.00,330.00,12.00
HLR,2011-02-03 14:56,-97.7145,31.1387,-6.70,320.00,12.00
NGP,2011-02-03 14:56,-97.2911,27.6926,-1.70,350.00,16.00
NQI,2011-02-03 14:56,-97.8097,27.5072,-2.80,340.00,10.00
LRD,2011-02-03 14:56,-99.4615,27.5438,-1.60,20.00,10.00
BKD,2011-02-03 14:56,-98.8910,32.7190,-10.00,10.00,7.00
MKN,2011-02-03 15:00,-98.6000,31.9200,-10.00,350.00,11.00
RFI,2011-02-03 15:00,-94.8517,32.1417,-5.00,0.00,null
GVT,2011-02-03 15:00,-96.0653,33.0678,-7.00,340.00,7.00
INK,2011-02-03 15:02,-103.2000,31.7800,-12.00,20.00,6.00
F05,2011-02-03 15:03,-99.2837,34.2257,-12.50,340.00,8.00
GLE,2011-02-03 15:03,-97.1969,33.6514,-11.00,350.00,8.00
PIL,2011-02-03 15:04,-97.3378,26.1597,-2.00,320.00,22.00
ORG,2011-02-03 15:04,-93.8036,30.0692,0.00,360.00,9.00
DZB,2011-02-03 15:05,-98.3588,30.5271,-7.20,340.00,8.00
SLR,2011-02-03 15:05,-95.6200,33.1600,-6.80,350.00,8.00
PPA,2011-02-03 15:05,-100.9963,35.6130,-17.00,280.00,7.00
PEQ,2011-02-03 15:05,-103.5100,31.3800,-10.00,330.00,6.00
T82,2011-02-03 15:05,-98.9092,30.2432,-9.20,360.00,11.00
JXI,2011-02-03 15:05,-94.9500,32.7000,-5.00,0.00,null
E38,2011-02-03 15:05,-103.6840,30.3840,-15.70,40.00,8.00
SOA,2011-02-03 15:05,-100.6486,30.5857,-9.00,0.00,null
OSA,2011-02-03 15:05,-94.9614,33.0956,-6.00,360.00,4.00
ECU,2011-02-03 15:05,-100.1739,29.9469,-9.00,10.00,9.00
RYW,2011-02-03 15:05,-97.9659,30.4967,-7.00,350.00,5.00
ERV,2011-02-03 15:05,-99.0855,29.9767,-9.00,340.00,14.00
SWW,2011-02-03 15:05,-100.4666,32.4674,-11.80,360.00,9.00
LNC,2011-02-03 15:05,-96.7190,32.5792,-7.50,340.00,9.00
MDD,2011-02-03 15:05,-102.1010,32.0365,-11.20,20.00,10.00
JDD,2011-02-03 15:05,-95.4965,32.7422,-6.00,0.00,null
RWV,2011-02-03 15:05,-96.7041,30.5155,-5.00,330.00,13.00
PVW,2011-02-03 15:05,-101.7173,34.1681,-12.50,10.00,7.00
PKV,2011-02-03 15:05,-96.6810,28.6540,-1.70,360.00,16.00
TFP,2011-02-03 15:05,-97.2115,27.9130,-2.10,360.00,13.00
SNK,2011-02-03 15:06,-100.9505,32.6934,-12.60,360.00,12.00
BPG,2011-02-03 15:06,-101.5216,32.2126,-10.00,20.00,8.00
GDP,2011-02-03 15:06,-104.8098,31.8331,-19.00,40.00,34.00
11R,2011-02-03 15:06,-96.3742,30.2189,-4.00,350.00,12.00
XBP,2011-02-03 15:07,-97.8284,33.1753,-10.00,360.00,8.00
MNZ,2011-02-03 15:08,-98.1486,31.6659,-9.00,350.00,11.00
UVA,2011-02-03 15:08,-99.7436,29.2113,-5.70,360.00,8.00
PYX,2011-02-03 15:08,-100.7500,36.4140,-14.60,270.00,8.00
BYY,2011-02-03 15:09,-95.8634,28.9733,-1.00,350.00,12.00
PSN,2011-02-03 15:09,-95.7063,31.7797,-4.50,330.00,8.00
PEZ,2011-02-03 15:10,-98.5200,28.9542,-3.60,350.00,8.00
DLF,2011-02-03 15:11,-100.7780,29.3595,-6.00,360.00,12.00
FST,2011-02-03 15:11,-102.9167,30.9119,-12.00,20.00,8.00
ARM,2011-02-03 15:15,-96.1544,29.2543,-1.60,360.00,12.00
AXH,2011-02-03 15:15,-95.4769,29.5061,-1.40,360.00,8.00
VAF,2011-02-03 15:15,-94.6253,27.3536,7.00,30.00,11.00
MIU,2011-02-03 15:15,-96.7367,27.2917,2.00,10.00,13.00
BBF,2011-02-03 15:15,-96.0140,27.8330,2.00,10.00,21.00
EMK,2011-02-03 15:15,-94.3228,27.8186,8.00,10.00,19.00
MRF,2011-02-03 15:15,-104.0200,30.3700,-16.00,30.00,9.00
RBO,2011-02-03 15:15,-97.6905,27.7785,-1.70,340.00,14.00
CRH,2011-02-03 15:15,-93.3016,28.9086,3.00,30.00,15.00
OCH,2011-02-03 15:15,-94.7094,31.5778,-3.00,20.00,7.00
MCJ,2011-02-03 15:15,-95.3950,29.7140,-3.00,320.00,13.00
BKS,2011-02-03 15:15,-98.1211,27.2067,-1.40,330.00,9.00
RAS,2011-02-03 15:15,-97.0900,27.8100,-1.00,0.00,null
HBV,2011-02-03 15:15,-98.7369,27.3496,-3.00,330.00,10.00
GUL,2011-02-03 15:15,-93.5383,27.3039,9.00,0.00,null
PRX,2011-02-03 15:15,-95.4507,33.6366,-8.00,360.00,9.00
LZZ,2011-02-03 15:15,-98.1959,31.1062,-8.00,350.00,9.00
SPL,2011-02-03 15:15,-97.1572,26.0706,-2.00,290.00,16.00
BQX,2011-02-03 15:15,-95.7244,28.4936,0.00,20.00,20.00
APY,2011-02-03 15:15,-99.2489,26.9688,-1.80,330.00,13.00
PWG,2011-02-03 15:15,-97.3165,31.4849,-7.00,350.00,12.00
TPL,2011-02-03 15:15,-97.4078,31.1525,-7.00,350.00,13.00
TME,2011-02-03 15:15,-95.8979,29.8050,-3.00,330.00,12.00
VKY,2011-02-03 15:15,-88.4410,29.2480,9.00,90.00,17.00
HQI,2011-02-03 15:15,-93.6708,27.9620,7.00,360.00,15.00
OPM,2011-02-03 15:15,-96.9400,26.8328,3.00,330.00,15.00
ILE,2011-02-03 15:15,-97.6865,31.0858,-8.00,340.00,9.00
BWD,2011-02-03 15:15,-98.9565,31.7936,-10.00,350.00,11.00
MZG,2011-02-03 15:15,-96.1911,27.7269,2.00,360.00,20.00
EBG,2011-02-03 15:15,-98.1222,26.4417,-0.80,360.00,12.00
T65,2011-02-03 15:15,-97.9731,26.1776,-2.00,10.00,10.00
EDC,2011-02-03 15:15,-97.5621,30.3925,-6.00,10.00,13.00
HYI,2011-02-03 15:15,-97.8630,29.8927,-6.00,360.00,15.00
BKD,2011-02-03 15:16,-98.8910,32.7190,-10.00,350.00,9.00
BRO,2011-02-03 15:17,-97.4231,25.9146,-2.00,330.00,15.00
DLF,2011-02-03 15:17,-100.7780,29.3595,-6.00,360.00,12.00
FST,2011-02-03 15:18,-102.9167,30.9119,-12.00,20.00,9.00
MKN,2011-02-03 15:20,-98.6000,31.9200,-10.00,350.00,11.00
GVT,2011-02-03 15:20,-96.0653,33.0678,-7.00,10.00,4.00
BKD,2011-02-03 15:20,-98.8910,32.7190,-9.80,350.00,8.00
RFI,2011-02-03 15:20,-94.8517,32.1417,-4.70,0.00,null
OZA,2011-02-03 15:22,-101.2030,30.7353,-9.70,10.00,13.00
F05,2011-02-03 15:23,-99.2837,34.2257,-11.70,340.00,9.00
FST,2011-02-03 15:23,-102.9167,30.9119,-12.00,20.00,8.00
COM,2011-02-03 15:23,-99.4036,31.8411,-10.50,360.00,11.00
6R3,2011-02-03 15:23,-95.0080,30.3564,-1.50,20.00,8.00
LBR,2011-02-03 15:24,-95.0636,33.5932,-6.20,10.00,4.00
HRX,2011-02-03 15:24,-102.3264,34.8578,-16.80,300.00,5.00
ORG,2011-02-03 15:24,-93.8036,30.0692,0.00,360.00,8.00
CVB,2011-02-03 15:25,-98.8509,29.3419,-5.00,360.00,10.00
T82,2011-02-03 15:25,-98.9092,30.2432,-9.00,20.00,9.00
TFP,2011-02-03 15:25,-97.2115,27.9130,-2.00,350.00,15.00
GNC,2011-02-03 15:25,-102.6527,32.6753,-13.10,10.00,8.00
GOP,2011-02-03 15:25,-97.7970,31.4213,-7.00,360.00,8.00
SWW,2011-02-03 15:25,-100.4666,32.4674,-11.70,360.00,11.00
GLE,2011-02-03 15:25,-97.1969,33.6514,-11.00,350.00,10.00
RWV,2011-02-03 15:25,-96.7041,30.5155,-5.00,330.00,11.00
AQO,2011-02-03 15:25,-98.6619,30.7836,-7.00,350.00,10.00
BBD,2011-02-03 15:25,-99.3239,31.1793,-10.00,340.00,12.00
ERV,2011-02-03 15:25,-99.0855,29.9767,-8.80,350.00,13.00
SOA,2011-02-03 15:25,-100.6486,30.5857,-9.00,0.00,null
GDJ,2011-02-03 15:25,-97.8169,32.4444,-8.30,330.00,8.00
PVW,2011-02-03 15:25,-101.7173,34.1681,-12.50,10.00,7.00
ECU,2011-02-03 15:25,-100.1739,29.9469,-9.00,360.00,11.00
MDD,2011-02-03 15:25,-102.1010,32.0365,-11.20,20.00,11.00
PKV,2011-02-03 15:25,-96.6810,28.6540,-1.50,360.00,12.00
0F2,2011-02-03 15:25,-97.7756,33.6017,-11.30,350.00,7.00
PEQ,2011-02-03 15:25,-103.5100,31.3800,-10.00,310.00,6.00
PPA,2011-02-03 15:25,-100.9963,35.6130,-16.00,280.00,7.00
OSA,2011-02-03 15:25,-94.9614,33.0956,-5.70,330.00,7.00
CWC,2011-02-03 15:25,-98.4904,33.8578,-11.40,40.00,8.00
SLR,2011-02-03 15:25,-95.6200,33.1600,-6.70,330.00,6.00
GYB,2011-02-03 15:25,-96.9800,30.1700,-5.00,360.00,7.00
CPT,2011-02-03 15:25,-97.4338,32.3537,-8.00,0.00,null
GYI,2011-02-03 15:25,-96.6737,33.7141,-9.50,350.00,8.00
INJ,2011-02-03 15:25,-97.0972,32.0836,-7.60,330.00,11.00
DZB,2011-02-03 15:25,-98.3588,30.5271,-7.20,340.00,9.00
RYW,2011-02-03 15:25,-97.9659,30.4967,-7.00,350.00,8.00
LNC,2011-02-03 15:25,-96.7190,32.5792,-7.30,350.00,8.00
DKR,2011-02-03 15:25,-95.4038,31.3070,-3.00,360.00,9.00
LHB,2011-02-03 15:25,-96.6200,30.8700,-4.60,340.00,10.00
BEA,2011-02-03 15:25,-97.7910,28.3619,-3.00,10.00,12.00
BPC,2011-02-03 15:25,-101.0301,35.8893,-13.00,270.00,4.00
JAS,2011-02-03 15:25,-94.0349,30.8857,0.00,360.00,10.00
E38,2011-02-03 15:25,-103.6840,30.3840,-15.60,40.00,9.00
JXI,2011-02-03 15:25,-94.9500,32.7000,-5.00,0.00,null
JDD,2011-02-03 15:25,-95.4965,32.7422,-5.00,0.00,null
3T5,2011-02-03 15:25,-96.9500,29.9100,-3.70,350.00,14.00
DUX,2011-02-03 15:25,-102.0130,35.8580,-15.30,260.00,8.00
SNK,2011-02-03 15:26,-100.9505,32.6934,-12.60,360.00,13.00
BPG,2011-02-03 15:26,-101.5216,32.2126,-10.50,360.00,9.00
11R,2011-02-03 15:26,-96.3742,30.2189,-4.00,350.00,13.00
JSO,2011-02-03 15:27,-95.2200,31.8700,-5.60,350.00,7.00
XBP,2011-02-03 15:27,-97.8284,33.1753,-9.90,360.00,7.00
HHF,2011-02-03 15:27,-100.4040,35.8950,-13.60,270.00,3.00
HRL,2011-02-03 15:27,-97.6544,26.2285,-3.00,340.00,14.00
MNZ,2011-02-03 15:28,-98.1486,31.6659,-9.00,350.00,11.00
LUD,2011-02-03 15:28,-97.5805,33.2542,-11.00,350.00,7.00
PYX,2011-02-03 15:28,-100.7500,36.4140,-13.20,280.00,9.00
UVA,2011-02-03 15:28,-99.7436,29.2113,-5.70,350.00,8.00
BYY,2011-02-03 15:29,-95.8634,28.9733,-1.00,350.00,11.00
HQZ,2011-02-03 15:29,-96.5304,32.7470,-8.00,320.00,8.00
PSN,2011-02-03 15:29,-95.7063,31.7797,-4.20,340.00,8.00
PEZ,2011-02-03 15:30,-98.5200,28.9542,-3.00,10.00,9.00
PIL,2011-02-03 15:31,-97.3378,26.1597,-2.00,330.00,21.00
INK,2011-02-03 15:31,-103.2000,31.7800,-12.00,30.00,10.00
GDP,2011-02-03 15:33,-104.8098,31.8331,-18.00,50.00,38.00
ARM,2011-02-03 15:35,-96.1544,29.2543,-1.40,350.00,9.00
MIU,2011-02-03 15:35,-96.7367,27.2917,2.00,10.00,15.00
BQX,2011-02-03 15:35,-95.7244,28.4936,0.00,10.00,22.00
EBG,2011-02-03 15:35,-98.1222,26.4417,-0.80,360.00,12.00
SPL,2011-02-03 15:35,-97.1572,26.0706,-2.00,290.00,21.00
EDC,2011-02-03 15:35,-97.5621,30.3925,-6.00,350.00,14.00
CRH,2011-02-03 15:35,-93.3016,28.9086,3.00,20.00,16.00
VAF,2011-02-03 15:35,-94.6253,27.3536,8.00,30.00,13.00
APY,2011-02-03 15:35,-99.2489,26.9688,-1.70,350.00,7.00
MZG,2011-02-03 15:35,-96.1911,27.7269,2.00,10.00,19.00
HBV,2011-02-03 15:35,-98.7369,27.3496,-3.00,320.00,9.00
MRF,2011-02-03 15:35,-104.0200,30.3700,-15.00,30.00,13.00
TME,2011-02-03 15:35,-95.8979,29.8050,-3.00,330.00,11.00
PWG,2011-02-03 15:35,-97.3165,31.4849,-7.00,360.00,10.00
HYI,2011-02-03 15:35,-97.8630,29.8927,-5.00,360.00,15.00
AXH,2011-02-03 15:35,-95.4769,29.5061,-1.40,350.00,9.00
GUL,2011-02-03 15:35,-93.5383,27.3039,10.00,0.00,null
RBO,2011-02-03 15:35,-97.6905,27.7785,-1.70,340.00,13.00
BBF,2011-02-03 15:35,-96.0140,27.8330,2.00,10.00,19.00
BKS,2011-02-03 15:35,-98.1211,27.2067,-1.50,340.00,8.00
RAS,2011-02-03 15:35,-97.0900,27.8100,-1.00,0.00,null
BWD,2011-02-03 15:35,-98.9565,31.7936,-10.00,350.00,13.00
TPL,2011-02-03 15:35,-97.4078,31.1525,-7.00,350.00,13.00
T65,2011-02-03 15:35,-97.9731,26.1776,-2.00,360.00,8.00
EMK,2011-02-03 15:35,-94.3228,27.8186,8.00,10.00,23.00
OCH,2011-02-03 15:35,-94.7094,31.5778,-3.00,360.00,9.00
ILE,2011-02-03 15:35,-97.6865,31.0858,-8.00,340.00,10.00
MCJ,2011-02-03 15:35,-95.3950,29.7140,-3.00,320.00,12.00
HQI,2011-02-03 15:35,-93.6708,27.9620,7.00,360.00,16.00
OPM,2011-02-03 15:35,-96.9400,26.8328,3.00,320.00,17.00
VKY,2011-02-03 15:35,-88.4410,29.2480,9.00,80.00,17.00
PRX,2011-02-03 15:35,-95.4507,33.6366,-8.00,350.00,10.00
LZZ,2011-02-03 15:35,-98.1959,31.1062,-7.00,360.00,9.00
PIL,2011-02-03 15:38,-97.3378,26.1597,-2.00,330.00,21.00
INK,2011-02-03 15:39,-103.2000,31.7800,-11.00,40.00,9.00
MKN,2011-02-03 15:40,-98.6000,31.9200,-10.00,350.00,13.00
GVT,2011-02-03 15:40,-96.0653,33.0678,-7.00,350.00,6.00
RFI,2011-02-03 15:40,-94.8517,32.1417,-4.50,0.00,null
HRL,2011-02-03 15:41,-97.6544,26.2285,-3.00,340.00,16.00
ODO,2011-02-03 15:41,-102.3867,31.9206,-12.00,20.00,10.00
TFP,2011-02-03 15:41,-97.2115,27.9130,-1.60,360.00,11.00
DLF,2011-02-03 15:42,-100.7780,29.3595,-6.00,340.00,13.00
DLF,2011-02-03 15:42,-100.7780,29.3595,-6.00,340.00,13.00
OZA,2011-02-03 15:42,-101.2030,30.7353,-9.40,30.00,12.00
DLF,2011-02-03 15:42,-100.7780,29.3595,-6.00,340.00,13.00
GLE,2011-02-03 15:43,-97.1969,33.6514,-11.00,340.00,9.00
COM,2011-02-03 15:43,-99.4036,31.8411,-10.20,360.00,13.00
F05,2011-02-03 15:43,-99.2837,34.2257,-11.10,350.00,8.00
DLF,2011-02-03 15:43,-100.7780,29.3595,-6.00,340.00,12.00
6R3,2011-02-03 15:43,-95.0080,30.3564,-1.40,350.00,8.00
ORG,2011-02-03 15:44,-93.8036,30.0692,0.00,360.00,7.00
HRX,2011-02-03 15:44,-102.3264,34.8578,-15.10,300.00,7.00
LBR,2011-02-03 15:44,-95.0636,33.5932,-6.00,360.00,3.00
GYB,2011-02-03 15:45,-96.9800,30.1700,-5.00,350.00,11.00
GDJ,2011-02-03 15:45,-97.8169,32.4444,-8.10,330.00,6.00
LHB,2011-02-03 15:45,-96.6200,30.8700,-4.40,340.00,10.00
CPT,2011-02-03 15:45,-97.4338,32.3537,-8.00,0.00,null
DKR,2011-02-03 15:45,-95.4038,31.3070,-3.00,360.00,8.00
DUX,2011-02-03 15:45,-102.0130,35.8580,-14.40,260.00,8.00
GOP,2011-02-03 15:45,-97.7970,31.4213,-7.00,360.00,9.00
SWW,2011-02-03 15:45,-100.4666,32.4674,-11.60,340.00,11.00
ECU,2011-02-03 15:45,-100.1739,29.9469,-9.00,350.00,9.00
MDD,2011-02-03 15:45,-102.1010,32.0365,-11.00,30.00,8.00
BBD,2011-02-03 15:45,-99.3239,31.1793,-10.00,340.00,12.00
BEA,2011-02-03 15:45,-97.7910,28.3619,-3.10,360.00,11.00
CWC,2011-02-03 15:45,-98.4904,33.8578,-11.10,30.00,8.00
ERV,2011-02-03 15:45,-99.0855,29.9767,-8.60,360.00,11.00
BPC,2011-02-03 15:45,-101.0301,35.8893,-12.00,240.00,5.00
SOA,2011-02-03 15:45,-100.6486,30.5857,-8.00,0.00,null
3T5,2011-02-03 15:45,-96.9500,29.9100,-3.50,360.00,8.00
RYW,2011-02-03 15:45,-97.9659,30.4967,-6.00,360.00,9.00
OSA,2011-02-03 15:45,-94.9614,33.0956,-5.80,340.00,6.00
PKV,2011-02-03 15:45,-96.6810,28.6540,-1.20,360.00,14.00
T82,2011-02-03 15:45,-98.9092,30.2432,-8.60,360.00,10.00
GNC,2011-02-03 15:45,-102.6527,32.6753,-12.70,20.00,7.00
0F2,2011-02-03 15:45,-97.7756,33.6017,-11.30,340.00,7.00
RWV,2011-02-03 15:45,-96.7041,30.5155,-5.00,330.00,11.00
JAS,2011-02-03 15:45,-94.0349,30.8857,0.00,20.00,9.00
GYI,2011-02-03 15:45,-96.6737,33.7141,-9.30,350.00,11.00
PVW,2011-02-03 15:45,-101.7173,34.1681,-12.50,360.00,9.00
DZB,2011-02-03 15:45,-98.3588,30.5271,-7.10,330.00,9.00
E38,2011-02-03 15:45,-103.6840,30.3840,-15.30,30.00,9.00
LNC,2011-02-03 15:45,-96.7190,32.5792,-7.10,360.00,10.00
SLR,2011-02-03 15:45,-95.6200,33.1600,-6.70,350.00,7.00
JXI,2011-02-03 15:45,-94.9500,32.7000,-5.00,0.00,null
AQO,2011-02-03 15:45,-98.6619,30.7836,-7.00,10.00,9.00
CVB,2011-02-03 15:45,-98.8509,29.3419,-4.80,10.00,9.00
JDD,2011-02-03 15:45,-95.4965,32.7422,-5.00,0.00,null
PPA,2011-02-03 15:45,-100.9963,35.6130,-14.00,280.00,8.00
INJ,2011-02-03 15:45,-97.0972,32.0836,-7.50,330.00,13.00
SNK,2011-02-03 15:46,-100.9505,32.6934,-12.60,30.00,14.00
PEQ,2011-02-03 15:46,-103.5100,31.3800,-10.00,350.00,5.00
FST,2011-02-03 15:46,-102.9167,30.9119,-12.00,10.00,8.00
BPG,2011-02-03 15:46,-101.5216,32.2126,-10.50,340.00,10.00
FWS,2011-02-03 15:47,-97.3033,32.5730,-8.00,340.00,10.00
JSO,2011-02-03 15:47,-95.2200,31.8700,-5.40,360.00,7.00
HHF,2011-02-03 15:47,-100.4040,35.8950,-12.10,310.00,3.00
ADS,2011-02-03 15:47,-96.8364,32.9686,-8.00,340.00,9.00
XBP,2011-02-03 15:47,-97.8284,33.1753,-9.60,360.00,8.00
11R,2011-02-03 15:47,-96.3742,30.2189,-3.00,350.00,11.00
UVA,2011-02-03 15:48,-99.7436,29.2113,-5.40,340.00,7.00
PYX,2011-02-03 15:48,-100.7500,36.4140,-12.50,270.00,8.00
MNZ,2011-02-03 15:48,-98.1486,31.6659,-8.80,350.00,12.00
PSN,2011-02-03 15:49,-95.7063,31.7797,-4.00,350.00,9.00
HQZ,2011-02-03 15:49,-96.5304,32.7470,-7.00,330.00,8.00
GTU,2011-02-03 15:49,-97.6767,30.6808,-7.00,340.00,12.00
BYY,2011-02-03 15:49,-95.8634,28.9733,-1.00,350.00,13.00
EFD,2011-02-03 15:50,-95.1587,29.6073,0.00,350.00,9.00
PEZ,2011-02-03 15:50,-98.5200,28.9542,-3.40,360.00,7.00
ACT,2011-02-03 15:51,-97.2283,31.6180,-6.70,350.00,13.00
HDO,2011-02-03 15:51,-99.1742,29.3594,-5.00,20.00,12.00
CRP,2011-02-03 15:51,-97.5128,27.7731,-2.80,10.00,12.00
ELP,2011-02-03 15:51,-106.3758,31.8111,-15.00,350.00,13.00
SJT,2011-02-03 15:51,-100.4950,31.3517,-9.40,360.00,11.00
ATT,2011-02-03 15:51,-97.7601,30.3208,-6.10,330.00,6.00
BAZ,2011-02-03 15:51,-98.0450,29.7090,-5.00,360.00,14.00
GDP,2011-02-03 15:51,-104.8098,31.8331,-18.30,50.00,37.00
INK,2011-02-03 15:51,-103.2000,31.7800,-11.00,10.00,8.00
INK,2011-02-03 15:51,-103.2000,31.7800,-11.00,10.00,8.00
VCT,2011-02-03 15:51,-96.9303,28.8614,-2.20,10.00,14.00
INK,2011-02-03 15:51,-103.2000,31.7800,-11.00,10.00,8.00
BGD,2011-02-03 15:51,-101.3937,35.7009,-13.90,270.00,5.00
JCT,2011-02-03 15:51,-99.7664,30.5108,-8.90,10.00,11.00
SPS,2011-02-03 15:52,-98.4928,33.9786,-11.70,10.00,9.00
NFW,2011-02-03 15:52,-97.4365,32.7810,-8.90,360.00,10.00
GLS,2011-02-03 15:52,-94.8604,29.2653,0.60,10.00,14.00
6R6,2011-02-03 15:53,-102.2129,30.0460,-7.80,10.00,13.00
DHT,2011-02-03 15:53,-102.5473,36.0226,-15.60,230.00,6.00
TRL,2011-02-03 15:53,-96.2700,32.7100,-7.80,340.00,7.00
SSF,2011-02-03 15:53,-98.4711,29.3370,-3.90,350.00,9.00
MWL,2011-02-03 15:53,-98.0602,32.7816,-10.60,350.00,9.00
TKI,2011-02-03 15:53,-96.5900,33.1800,-8.90,0.00,4.00
AMA,2011-02-03 15:53,-101.7059,35.2194,-16.10,300.00,7.00
CDS,2011-02-03 15:53,-100.2881,34.4339,-11.10,10.00,6.00
HOU,2011-02-03 15:53,-95.2824,29.6375,0.00,350.00,11.00
PIL,2011-02-03 15:53,-97.3378,26.1597,-2.20,330.00,23.00
TYR,2011-02-03 15:53,-95.4024,32.3541,-5.60,360.00,8.00
ODO,2011-02-03 15:53,-102.3867,31.9206,-12.20,20.00,9.00
CXO,2011-02-03 15:53,-95.4145,30.3524,-2.80,350.00,8.00
BPT,2011-02-03 15:53,-94.0200,29.9500,0.00,360.00,12.00
FTW,2011-02-03 15:53,-97.3624,32.8198,-9.40,350.00,10.00
SAT,2011-02-03 15:53,-98.4698,29.5337,-5.60,360.00,9.00
BMQ,2011-02-03 15:53,-98.2386,30.7389,-8.30,340.00,6.00
GGG,2011-02-03 15:53,-94.7115,32.3840,-3.90,350.00,8.00
DAL,2011-02-03 15:53,-96.8518,32.8471,-7.80,350.00,9.00
AFW,2011-02-03 15:53,-97.3179,32.9716,-9.40,350.00,8.00
ALI,2011-02-03 15:53,-98.0269,27.7409,-2.20,350.00,12.00
LBX,2011-02-03 15:53,-95.4621,29.1086,-0.60,10.00,13.00
DFW,2011-02-03 15:53,-97.0380,32.8968,-7.80,340.00,9.00
LFK,2011-02-03 15:53,-94.7500,31.2340,-2.80,340.00,7.00
GKY,2011-02-03 15:53,-97.0943,32.6639,-8.30,350.00,9.00
RKP,2011-02-03 15:53,-97.0464,28.0836,-1.70,360.00,10.00
COT,2011-02-03 15:53,-99.2183,28.4567,-3.30,10.00,7.00
